locker_id,zone_id,transport_cost_per_parcel,travel_minutes
L018,Z107,2.4,23
L018,Z108,2.67,28
L018,Z109,2.94,33
L018,Z110,1.23,38
L018,Z111,1.5,43
L018,Z112,1.77,10
L018,Z113,2.04,15
L018,Z114,2.31,20
L018,Z115,2.58,25
L018,Z116,2.85,30
L018,Z117,1.14,35
L018,Z118,1.41,40
L018,Z119,1.68,45
L018,Z120,1.95,12
L019,Z001,1.95,32
L019,Z002,2.22,37
L019,Z003,2.49,42
L019,Z004,2.76,9
L019,Z005,1.05,14
L019,Z006,1.32,19
L019,Z007,1.59,24
L019,Z008,1.86,29
L019,Z009,2.13,34
L019,Z010,2.4,39
L019,Z011,2.67,44
L019,Z012,2.94,11
L019,Z013,1.23,16
L019,Z014,1.5,21
L019,Z015,1.77,26
L019,Z016,2.04,31
L019,Z017,2.31,36
L019,Z018,2.58,41
L019,Z019,2.85,8
L019,Z020,1.14,13
L019,Z021,1.41,18
L019,Z022,1.68,23
L019,Z023,1.95,28
L019,Z024,2.22,33
L019,Z025,2.49,38
L019,Z026,2.76,43
L019,Z027,1.05,10
L019,Z028,1.32,15
L019,Z029,1.59,20
L019,Z030,1.86,25
L019,Z031,2.13,30
L019,Z032,2.4,35
L019,Z033,2.67,40
L019,Z034,2.94,45
L019,Z035,1.23,12
L019,Z036,1.5,17
L019,Z037,1.77,22
L019,Z038,2.04,27
L019,Z039,2.31,32
L019,Z040,2.58,37
L019,Z041,2.85,42
L019,Z042,1.14,9
L019,Z043,1.41,14
L019,Z044,1.68,19
L019,Z045,1.95,24
L019,Z046,2.22,29
L019,Z047,2.49,34
L019,Z048,2.76,39
L019,Z049,1.05,44
L019,Z050,1.32,11
L019,Z051,1.59,16
L019,Z052,1.86,21
L019,Z053,2.13,26
L019,Z054,2.4,31
L019,Z055,2.67,36
L019,Z056,2.94,41
L019,Z057,1.23,8
L019,Z058,1.5,13
L019,Z059,1.77,18
L019,Z060,2.04,23
L019,Z061,2.31,28
L019,Z062,2.58,33
L019,Z063,2.85,38
L019,Z064,1.14,43
L019,Z065,1.41,10
L019,Z066,1.68,15
L019,Z067,1.95,20
L019,Z068,2.22,25
L019,Z069,2.49,30
L019,Z070,2.76,35
L019,Z071,1.05,40
L019,Z072,1.32,45
L019,Z073,1.59,12
L019,Z074,1.86,17
L019,Z075,2.13,22
L019,Z076,2.4,27
L019,Z077,2.67,32
L019,Z078,2.94,37
L019,Z079,1.23,42
L019,Z080,1.5,9
L019,Z081,1.77,14
L019,Z082,2.04,19
L019,Z083,2.31,24
L019,Z084,2.58,29
L019,Z085,2.85,34
L019,Z086,1.14,39
L019,Z087,1.41,44
L019,Z088,1.68,11
L019,Z089,1.95,16
L019,Z090,2.22,21
L019,Z091,2.49,26
L019,Z092,2.76,31
L019,Z093,1.05,36
L019,Z094,1.32,41
L019,Z095,1.59,8
L019,Z096,1.86,13
L019,Z097,2.13,18
L019,Z098,2.4,23
L019,Z099,2.67,28
L019,Z100,2.94,33
L019,Z101,1.23,38
L019,Z102,1.5,43
L019,Z103,1.77,10
L019,Z104,2.04,15
L019,Z105,2.31,20
L019,Z106,2.58,25
L019,Z107,2.85,30
L019,Z108,1.14,35
L019,Z109,1.41,40
L019,Z110,1.68,45
L019,Z111,1.95,12
L019,Z112,2.22,17
L019,Z113,2.49,22
L019,Z114,2.76,27
L019,Z115,1.05,32
L019,Z116,1.32,37
L019,Z117,1.59,42
L019,Z118,1.86,9
L019,Z119,2.13,14
L019,Z120,2.4,19
L020,Z001,2.4,39
L020,Z002,2.67,44
L020,Z003,2.94,11
L020,Z004,1.23,16
L020,Z005,1.5,21
L020,Z006,1.77,26
L020,Z007,2.04,31
L020,Z008,2.31,36
L020,Z009,2.58,41
L020,Z010,2.85,8
L020,Z011,1.14,13
L020,Z012,1.41,18
L020,Z013,1.68,23
L020,Z014,1.95,28
L020,Z015,2.22,33
L020,Z016,2.49,38
L020,Z017,2.76,43
L020,Z018,1.05,10
L020,Z019,1.32,15
L020,Z020,1.59,20
L020,Z021,1.86,25
L020,Z022,2.13,30
L020,Z023,2.4,35
L020,Z024,2.67,40
L020,Z025,2.94,45
L020,Z026,1.23,12
L020,Z027,1.5,17
L020,Z028,1.77,22
L020,Z029,2.04,27
L020,Z030,2.31,32
L020,Z031,2.58,37
L020,Z032,2.85,42
L020,Z033,1.14,9
L020,Z034,1.41,14
L020,Z035,1.68,19
L020,Z036,1.95,24
L020,Z037,2.22,29
L020,Z038,2.49,34
L020,Z039,2.76,39
L020,Z040,1.05,44
L020,Z041,1.32,11
L020,Z042,1.59,16
L020,Z043,1.86,21
L020,Z044,2.13,26
L020,Z045,2.4,31
L020,Z046,2.67,36
L020,Z047,2.94,41
L020,Z048,1.23,8
L020,Z049,1.5,13
L020,Z050,1.77,18
L020,Z051,2.04,23
L020,Z052,2.31,28
L020,Z053,2.58,33
L020,Z054,2.85,38
L020,Z055,1.14,43
L020,Z056,1.41,10
L020,Z057,1.68,15
L020,Z058,1.95,20
L020,Z059,2.22,25
L020,Z060,2.49,30
L020,Z061,2.76,35
L020,Z062,1.05,40
L020,Z063,1.32,45
L020,Z064,1.59,12
L020,Z065,1.86,17
L020,Z066,2.13,22
L020,Z067,2.4,27
L020,Z068,2.67,32
L020,Z069,2.94,37
L020,Z070,1.23,42
L020,Z071,1.5,9
L020,Z072,1.77,14
L020,Z073,2.04,19
L020,Z074,2.31,24
L020,Z075,2.58,29
L020,Z076,2.85,34
L020,Z077,1.14,39
L020,Z078,1.41,44
L020,Z079,1.68,11
L020,Z080,1.95,16
L020,Z081,2.22,21
L020,Z082,2.49,26
L020,Z083,2.76,31
L020,Z084,1.05,36
L020,Z085,1.32,41
L020,Z086,1.59,8
L020,Z087,1.86,13
L020,Z088,2.13,18
L020,Z089,2.4,23
L020,Z090,2.67,28
L020,Z091,2.94,33
L020,Z092,1.23,38
L020,Z093,1.5,43
L020,Z094,1.77,10
L020,Z095,2.04,15
L020,Z096,2.31,20
L020,Z097,2.58,25
L020,Z098,2.85,30
L020,Z099,1.14,35
L020,Z100,1.41,40
L020,Z101,1.68,45
L020,Z102,1.95,12
L020,Z103,2.22,17
L020,Z104,2.49,22
L020,Z105,2.76,27
L020,Z106,1.05,32
L020,Z107,1.32,37
L020,Z108,1.59,42
L020,Z109,1.86,9
L020,Z110,2.13,14
L020,Z111,2.4,19
L020,Z112,2.67,24
L020,Z113,2.94,29
L020,Z114,1.23,34
L020,Z115,1.5,39
L020,Z116,1.77,44
L020,Z117,2.04,11
L020,Z118,2.31,16
L020,Z119,2.58,21
L020,Z120,2.85,26
L021,Z001,2.85,8
L021,Z002,1.14,13
L021,Z003,1.41,18
L021,Z004,1.68,23
L021,Z005,1.95,28
L021,Z006,2.22,33
L021,Z007,2.49,38
L021,Z008,2.76,43
L021,Z009,1.05,10
L021,Z010,1.32,15
L021,Z011,1.59,20
L021,Z012,1.86,25
L021,Z013,2.13,30
L021,Z014,2.4,35
L021,Z015,2.67,40
L021,Z016,2.94,45
L021,Z017,1.23,12
L021,Z018,1.5,17
L021,Z019,1.77,22
L021,Z020,2.04,27
L021,Z021,2.31,32
L021,Z022,2.58,37
L021,Z023,2.85,42
L021,Z024,1.14,9
L021,Z025,1.41,14
L021,Z026,1.68,19
L021,Z027,1.95,24
L021,Z028,2.22,29
L021,Z029,2.49,34
L021,Z030,2.76,39
L021,Z031,1.05,44
L021,Z032,1.32,11
L021,Z033,1.59,16
L021,Z034,1.86,21
L021,Z035,2.13,26
L021,Z036,2.4,31
L021,Z037,2.67,36
L021,Z038,2.94,41
L021,Z039,1.23,8
L021,Z040,1.5,13
L021,Z041,1.77,18
L021,Z042,2.04,23
L021,Z043,2.31,28
L021,Z044,2.58,33
L021,Z045,2.85,38
L021,Z046,1.14,43
L021,Z047,1.41,10
L021,Z048,1.68,15
L021,Z049,1.95,20
L021,Z050,2.22,25
L021,Z051,2.49,30
L021,Z052,2.76,35
L021,Z053,1.05,40
L021,Z054,1.32,45
L021,Z055,1.59,12
L021,Z056,1.86,17
L021,Z057,2.13,22
L021,Z058,2.4,27
L021,Z059,2.67,32
L021,Z060,2.94,37
L021,Z061,1.23,42
L021,Z062,1.5,9
L021,Z063,1.77,14
L021,Z064,2.04,19
L021,Z065,2.31,24
L021,Z066,2.58,29
L021,Z067,2.85,34
L021,Z068,1.14,39
L021,Z069,1.41,44
L021,Z070,1.68,11
L021,Z071,1.95,16
L021,Z072,2.22,21
L021,Z073,2.49,26
L021,Z074,2.76,31
L021,Z075,1.05,36
L021,Z076,1.32,41
L021,Z077,1.59,8
L021,Z078,1.86,13
L021,Z079,2.13,18
L021,Z080,2.4,23
L021,Z081,2.67,28
L021,Z082,2.94,33
L021,Z083,1.23,38
L021,Z084,1.5,43
L021,Z085,1.77,10
L021,Z086,2.04,15
L021,Z087,2.31,20
L021,Z088,2.58,25
L021,Z089,2.85,30
L021,Z090,1.14,35
L021,Z091,1.41,40
L021,Z092,1.68,45
L021,Z093,1.95,12
L021,Z094,2.22,17
L021,Z095,2.49,22
L021,Z096,2.76,27
L021,Z097,1.05,32
L021,Z098,1.32,37
L021,Z099,1.59,42
L021,Z100,1.86,9
L021,Z101,2.13,14
L021,Z102,2.4,19
L021,Z103,2.67,24
L021,Z104,2.94,29
L021,Z105,1.23,34
L021,Z106,1.5,39
L021,Z107,1.77,44
L021,Z108,2.04,11
L021,Z109,2.31,16
L021,Z110,2.58,21
L021,Z111,2.85,26
L021,Z112,1.14,31
L021,Z113,1.41,36
L021,Z114,1.68,41
L021,Z115,1.95,8
L021,Z116,2.22,13
L021,Z117,2.49,18
L021,Z118,2.76,23
L021,Z119,1.05,28
L021,Z120,1.32,33
L022,Z001,1.32,15
L022,Z002,1.59,20
L022,Z003,1.86,25
L022,Z004,2.13,30
L022,Z005,2.4,35
L022,Z006,2.67,40
L022,Z007,2.94,45
L022,Z008,1.23,12
L022,Z009,1.5,17
L022,Z010,1.77,22
L022,Z011,2.04,27
L022,Z012,2.31,32
L022,Z013,2.58,37
L022,Z014,2.85,42
L022,Z015,1.14,9
L022,Z016,1.41,14
L022,Z017,1.68,19
L022,Z018,1.95,24
L022,Z019,2.22,29
L022,Z020,2.49,34
L022,Z021,2.76,39
L022,Z022,1.05,44
L022,Z023,1.32,11
L022,Z024,1.59,16
L022,Z025,1.86,21
L022,Z026,2.13,26
L022,Z027,2.4,31
L022,Z028,2.67,36
L022,Z029,2.94,41
L022,Z030,1.23,8
L022,Z031,1.5,13
L022,Z032,1.77,18
L022,Z033,2.04,23
L022,Z034,2.31,28
L022,Z035,2.58,33
L022,Z036,2.85,38
L022,Z037,1.14,43
L022,Z038,1.41,10
L022,Z039,1.68,15
L022,Z040,1.95,20
L022,Z041,2.22,25
L022,Z042,2.49,30
L022,Z043,2.76,35
L022,Z044,1.05,40
L022,Z045,1.32,45
L022,Z046,1.59,12
L022,Z047,1.86,17
L022,Z048,2.13,22
L022,Z049,2.4,27
L022,Z050,2.67,32
L022,Z051,2.94,37
L022,Z052,1.23,42
L022,Z053,1.5,9
L022,Z054,1.77,14
L022,Z055,2.04,19
L022,Z056,2.31,24
L022,Z057,2.58,29
L022,Z058,2.85,34
L022,Z059,1.14,39
L022,Z060,1.41,44
L022,Z061,1.68,11
L022,Z062,1.95,16
L022,Z063,2.22,21
L022,Z064,2.49,26
L022,Z065,2.76,31
L022,Z066,1.05,36
L022,Z067,1.32,41
L022,Z068,1.59,8
L022,Z069,1.86,13
L022,Z070,2.13,18
L022,Z071,2.4,23
L022,Z072,2.67,28
L022,Z073,2.94,33
L022,Z074,1.23,38
L022,Z075,1.5,43
L022,Z076,1.77,10
L022,Z077,2.04,15
L022,Z078,2.31,20
L022,Z079,2.58,25
L022,Z080,2.85,30
L022,Z081,1.14,35
L022,Z082,1.41,40
L022,Z083,1.68,45
L022,Z084,1.95,12
L022,Z085,2.22,17
L022,Z086,2.49,22
L022,Z087,2.76,27
L022,Z088,1.05,32
L022,Z089,1.32,37
L022,Z090,1.59,42
L022,Z091,1.86,9
L022,Z092,2.13,14
L022,Z093,2.4,19
L022,Z094,2.67,24
L022,Z095,2.94,29
L022,Z096,1.23,34
L022,Z097,1.5,39
L022,Z098,1.77,44
L022,Z099,2.04,11
L022,Z100,2.31,16
L022,Z101,2.58,21
L022,Z102,2.85,26
L022,Z103,1.14,31
L022,Z104,1.41,36
L022,Z105,1.68,41
L022,Z106,1.95,8
L022,Z107,2.22,13
L022,Z108,2.49,18
L022,Z109,2.76,23
L022,Z110,1.05,28
L022,Z111,1.32,33
L022,Z112,1.59,38
L022,Z113,1.86,43
L022,Z114,2.13,10
L022,Z115,2.4,15
L022,Z116,2.67,20
L022,Z117,2.94,25
L022,Z118,1.23,30
L022,Z119,1.5,35
L022,Z120,1.77,40
L023,Z001,1.77,22
L023,Z002,2.04,27
L023,Z003,2.31,32
L023,Z004,2.58,37
L023,Z005,2.85,42
L023,Z006,1.14,9
L023,Z007,1.41,14
L023,Z008,1.68,19
L023,Z009,1.95,24
L023,Z010,2.22,29
L023,Z011,2.49,34
L023,Z012,2.76,39
L023,Z013,1.05,44
L023,Z014,1.32,11
L023,Z015,1.59,16
L023,Z016,1.86,21
L023,Z017,2.13,26
L023,Z018,2.4,31
L023,Z019,2.67,36
L023,Z020,2.94,41
L023,Z021,1.23,8
L023,Z022,1.5,13
L023,Z023,1.77,18
L023,Z024,2.04,23
L023,Z025,2.31,28
L023,Z026,2.58,33
L023,Z027,2.85,38
L023,Z028,1.14,43
L023,Z029,1.41,10
L023,Z030,1.68,15
L023,Z031,1.95,20
L023,Z032,2.22,25
L023,Z033,2.49,30
L023,Z034,2.76,35
L023,Z035,1.05,40
L023,Z036,1.32,45
L023,Z037,1.59,12
L023,Z038,1.86,17
L023,Z039,2.13,22
L023,Z040,2.4,27
L023,Z041,2.67,32
L023,Z042,2.94,37
L023,Z043,1.23,42
L023,Z044,1.5,9
L023,Z045,1.77,14
L023,Z046,2.04,19
L023,Z047,2.31,24
L023,Z048,2.58,29
L023,Z049,2.85,34
L023,Z050,1.14,39
L023,Z051,1.41,44
L023,Z052,1.68,11
L023,Z053,1.95,16
L023,Z054,2.22,21
L023,Z055,2.49,26
L023,Z056,2.76,31
L023,Z057,1.05,36
L023,Z058,1.32,41
L023,Z059,1.59,8
L023,Z060,1.86,13
L023,Z061,2.13,18
L023,Z062,2.4,23
L023,Z063,2.67,28
L023,Z064,2.94,33
L023,Z065,1.23,38
L023,Z066,1.5,43
L023,Z067,1.77,10
L023,Z068,2.04,15
L023,Z069,2.31,20
L023,Z070,2.58,25
L023,Z071,2.85,30
L023,Z072,1.14,35
L023,Z073,1.41,40
L023,Z074,1.68,45
L023,Z075,1.95,12
L023,Z076,2.22,17
L023,Z077,2.49,22
L023,Z078,2.76,27
L023,Z079,1.05,32
L023,Z080,1.32,37
L023,Z081,1.59,42
L023,Z082,1.86,9
L023,Z083,2.13,14
L023,Z084,2.4,19
L023,Z085,2.67,24
L023,Z086,2.94,29
L023,Z087,1.23,34
L023,Z088,1.5,39
L023,Z089,1.77,44
L023,Z090,2.04,11
L023,Z091,2.31,16
L023,Z092,2.58,21
L023,Z093,2.85,26
L023,Z094,1.14,31
L023,Z095,1.41,36
L023,Z096,1.68,41
L023,Z097,1.95,8
L023,Z098,2.22,13
L023,Z099,2.49,18
L023,Z100,2.76,23
L023,Z101,1.05,28
L023,Z102,1.32,33
L023,Z103,1.59,38
L023,Z104,1.86,43
L023,Z105,2.13,10
L023,Z106,2.4,15
L023,Z107,2.67,20
L023,Z108,2.94,25
L023,Z109,1.23,30
L023,Z110,1.5,35
L023,Z111,1.77,40
L023,Z112,2.04,45
L023,Z113,2.31,12
L023,Z114,2.58,17
L023,Z115,2.85,22
L023,Z116,1.14,27
L023,Z117,1.41,32
L023,Z118,1.68,37
L023,Z119,1.95,42
L023,Z120,2.22,9
L024,Z001,2.22,29
L024,Z002,2.49,34
L024,Z003,2.76,39
L024,Z004,1.05,44
L024,Z005,1.32,11
L024,Z006,1.59,16
L024,Z007,1.86,21
L024,Z008,2.13,26
L024,Z009,2.4,31
L024,Z010,2.67,36
L024,Z011,2.94,41
L024,Z012,1.23,8
L024,Z013,1.5,13
L024,Z014,1.77,18
L024,Z015,2.04,23
L024,Z016,2.31,28
L024,Z017,2.58,33
L024,Z018,2.85,38
L024,Z019,1.14,43
L024,Z020,1.41,10
L024,Z021,1.68,15
L024,Z022,1.95,20
L024,Z023,2.22,25
L024,Z024,2.49,30
L024,Z025,2.76,35
L024,Z026,1.05,40
L024,Z027,1.32,45
L024,Z028,1.59,12
L024,Z029,1.86,17
L024,Z030,2.13,22
L024,Z031,2.4,27
L024,Z032,2.67,32
L024,Z033,2.94,37
L024,Z034,1.23,42
L024,Z035,1.5,9
L024,Z036,1.77,14
L024,Z037,2.04,19
L024,Z038,2.31,24
L024,Z039,2.58,29
L024,Z040,2.85,34
L024,Z041,1.14,39
L024,Z042,1.41,44
L024,Z043,1.68,11
L024,Z044,1.95,16
L024,Z045,2.22,21
L024,Z046,2.49,26
L024,Z047,2.76,31
L024,Z048,1.05,36
L024,Z049,1.32,41
L024,Z050,1.59,8
L024,Z051,1.86,13
L024,Z052,2.13,18
L024,Z053,2.4,23
L024,Z054,2.67,28
L024,Z055,2.94,33
L024,Z056,1.23,38
L024,Z057,1.5,43
L024,Z058,1.77,10
L024,Z059,2.04,15
L024,Z060,2.31,20
L024,Z061,2.58,25
L024,Z062,2.85,30
L024,Z063,1.14,35
L024,Z064,1.41,40
L024,Z065,1.68,45
L024,Z066,1.95,12
L024,Z067,2.22,17
L024,Z068,2.49,22
L024,Z069,2.76,27
L024,Z070,1.05,32
L024,Z071,1.32,37
L024,Z072,1.59,42
L024,Z073,1.86,9
L024,Z074,2.13,14
L024,Z075,2.4,19
L024,Z076,2.67,24
L024,Z077,2.94,29
L024,Z078,1.23,34
L024,Z079,1.5,39
L024,Z080,1.77,44
L024,Z081,2.04,11
L024,Z082,2.31,16
L024,Z083,2.58,21
L024,Z084,2.85,26
L024,Z085,1.14,31
L024,Z086,1.41,36
L024,Z087,1.68,41
L024,Z088,1.95,8
L024,Z089,2.22,13
L024,Z090,2.49,18
L024,Z091,2.76,23
L024,Z092,1.05,28
L024,Z093,1.32,33
L024,Z094,1.59,38
L024,Z095,1.86,43
L024,Z096,2.13,10
L024,Z097,2.4,15
L024,Z098,2.67,20
L024,Z099,2.94,25
L024,Z100,1.23,30
L024,Z101,1.5,35
L024,Z102,1.77,40
L024,Z103,2.04,45
L024,Z104,2.31,12
L024,Z105,2.58,17
L024,Z106,2.85,22
L024,Z107,1.14,27
L024,Z108,1.41,32
L024,Z109,1.68,37
L024,Z110,1.95,42
L024,Z111,2.22,9
L024,Z112,2.49,14
L024,Z113,2.76,19
L024,Z114,1.05,24
L024,Z115,1.32,29
L024,Z116,1.59,34
L024,Z117,1.86,39
L024,Z118,2.13,44
L024,Z119,2.4,11
L024,Z120,2.67,16
L025,Z001,2.67,36
L025,Z002,2.94,41
L025,Z003,1.23,8
L025,Z004,1.5,13
L025,Z005,1.77,18
L025,Z006,2.04,23
L025,Z007,2.31,28
L025,Z008,2.58,33
L025,Z009,2.85,38
L025,Z010,1.14,43
L025,Z011,1.41,10
L025,Z012,1.68,15
L025,Z013,1.95,20
L025,Z014,2.22,25
L025,Z015,2.49,30
L025,Z016,2.76,35
L025,Z017,1.05,40
L025,Z018,1.32,45
L025,Z019,1.59,12
L025,Z020,1.86,17
L025,Z021,2.13,22
L025,Z022,2.4,27
L025,Z023,2.67,32
L025,Z024,2.94,37
L025,Z025,1.23,42
L025,Z026,1.5,9
L025,Z027,1.77,14
L025,Z028,2.04,19
L025,Z029,2.31,24
L025,Z030,2.58,29
L025,Z031,2.85,34
L025,Z032,1.14,39
L025,Z033,1.41,44
L025,Z034,1.68,11
L025,Z035,1.95,16
L025,Z036,2.22,21
L025,Z037,2.49,26
L025,Z038,2.76,31
L025,Z039,1.05,36
L025,Z040,1.32,41
L025,Z041,1.59,8
L025,Z042,1.86,13
L025,Z043,2.13,18
L025,Z044,2.4,23
L025,Z045,2.67,28
L025,Z046,2.94,33
L025,Z047,1.23,38
L025,Z048,1.5,43
L025,Z049,1.77,10
L025,Z050,2.04,15
L025,Z051,2.31,20
L025,Z052,2.58,25
L025,Z053,2.85,30
L025,Z054,1.14,35
L025,Z055,1.41,40
L025,Z056,1.68,45
L025,Z057,1.95,12
L025,Z058,2.22,17
L025,Z059,2.49,22
L025,Z060,2.76,27
L025,Z061,1.05,32
L025,Z062,1.32,37
L025,Z063,1.59,42
L025,Z064,1.86,9
L025,Z065,2.13,14
L025,Z066,2.4,19
L025,Z067,2.67,24
L025,Z068,2.94,29
L025,Z069,1.23,34
L025,Z070,1.5,39
L025,Z071,1.77,44
L025,Z072,2.04,11
L025,Z073,2.31,16
L025,Z074,2.58,21
L025,Z075,2.85,26
L025,Z076,1.14,31
L025,Z077,1.41,36
L025,Z078,1.68,41
L025,Z079,1.95,8
L025,Z080,2.22,13
L025,Z081,2.49,18
L025,Z082,2.76,23
L025,Z083,1.05,28
L025,Z084,1.32,33
L025,Z085,1.59,38
L025,Z086,1.86,43
L025,Z087,2.13,10
L025,Z088,2.4,15
L025,Z089,2.67,20
L025,Z090,2.94,25
L025,Z091,1.23,30
L025,Z092,1.5,35
L025,Z093,1.77,40
L025,Z094,2.04,45
L025,Z095,2.31,12
L025,Z096,2.58,17
L025,Z097,2.85,22
L025,Z098,1.14,27
L025,Z099,1.41,32
L025,Z100,1.68,37
L025,Z101,1.95,42
L025,Z102,2.22,9
L025,Z103,2.49,14
L025,Z104,2.76,19
L025,Z105,1.05,24
L025,Z106,1.32,29
L025,Z107,1.59,34
L025,Z108,1.86,39
L025,Z109,2.13,44
L025,Z110,2.4,11
L025,Z111,2.67,16
L025,Z112,2.94,21
L025,Z113,1.23,26
L025,Z114,1.5,31
L025,Z115,1.77,36
L025,Z116,2.04,41
L025,Z117,2.31,8
L025,Z118,2.58,13
L025,Z119,2.85,18
L025,Z120,1.14,23
L026,Z001,1.14,43
L026,Z002,1.41,10
L026,Z003,1.68,15
L026,Z004,1.95,20
L026,Z005,2.22,25
L026,Z006,2.49,30
L026,Z007,2.76,35
L026,Z008,1.05,40
L026,Z009,1.32,45
L026,Z010,1.59,12
L026,Z011,1.86,17
L026,Z012,2.13,22
L026,Z013,2.4,27
L026,Z014,2.67,32
L026,Z015,2.94,37
L026,Z016,1.23,42
L026,Z017,1.5,9
L026,Z018,1.77,14
L026,Z019,2.04,19
L026,Z020,2.31,24
L026,Z021,2.58,29
L026,Z022,2.85,34
L026,Z023,1.14,39
L026,Z024,1.41,44
L026,Z025,1.68,11
L026,Z026,1.95,16
L026,Z027,2.22,21
L026,Z028,2.49,26
L026,Z029,2.76,31
L026,Z030,1.05,36
L026,Z031,1.32,41
L026,Z032,1.59,8
L026,Z033,1.86,13
L026,Z034,2.13,18
L026,Z035,2.4,23
L026,Z036,2.67,28
L026,Z037,2.94,33
L026,Z038,1.23,38
L026,Z039,1.5,43
L026,Z040,1.77,10
L026,Z041,2.04,15
L026,Z042,2.31,20
L026,Z043,2.58,25
L026,Z044,2.85,30
L026,Z045,1.14,35
L026,Z046,1.41,40
L026,Z047,1.68,45
L026,Z048,1.95,12
L026,Z049,2.22,17
L026,Z050,2.49,22
L026,Z051,2.76,27
L026,Z052,1.05,32
L026,Z053,1.32,37
L026,Z054,1.59,42
L026,Z055,1.86,9
L026,Z056,2.13,14
L026,Z057,2.4,19
L026,Z058,2.67,24
L026,Z059,2.94,29
L026,Z060,1.23,34
L026,Z061,1.5,39
L026,Z062,1.77,44
L026,Z063,2.04,11
L026,Z064,2.31,16
L026,Z065,2.58,21
L026,Z066,2.85,26
L026,Z067,1.14,31
L026,Z068,1.41,36
L026,Z069,1.68,41
L026,Z070,1.95,8
L026,Z071,2.22,13
L026,Z072,2.49,18
L026,Z073,2.76,23
L026,Z074,1.05,28
L026,Z075,1.32,33
L026,Z076,1.59,38
L026,Z077,1.86,43
L026,Z078,2.13,10
L026,Z079,2.4,15
L026,Z080,2.67,20
L026,Z081,2.94,25
L026,Z082,1.23,30
L026,Z083,1.5,35
L026,Z084,1.77,40
L026,Z085,2.04,45
L026,Z086,2.31,12
L026,Z087,2.58,17
L026,Z088,2.85,22
L026,Z089,1.14,27
L026,Z090,1.41,32
L026,Z091,1.68,37
L026,Z092,1.95,42
L026,Z093,2.22,9
L026,Z094,2.49,14
L026,Z095,2.76,19
L026,Z096,1.05,24
L026,Z097,1.32,29
L026,Z098,1.59,34
L026,Z099,1.86,39
L026,Z100,2.13,44
L026,Z101,2.4,11
L026,Z102,2.67,16
L026,Z103,2.94,21
L026,Z104,1.23,26
L026,Z105,1.5,31
L026,Z106,1.77,36
L026,Z107,2.04,41
L026,Z108,2.31,8
L026,Z109,2.58,13
L026,Z110,2.85,18
L026,Z111,1.14,23
L026,Z112,1.41,28
L026,Z113,1.68,33
L026,Z114,1.95,38
L026,Z115,2.22,43
L026,Z116,2.49,10
L026,Z117,2.76,15
L026,Z118,1.05,20
L026,Z119,1.32,25
L026,Z120,1.59,30
L027,Z001,1.59,12
L027,Z002,1.86,17
L027,Z003,2.13,22
L027,Z004,2.4,27
L027,Z005,2.67,32
L027,Z006,2.94,37
L027,Z007,1.23,42
L027,Z008,1.5,9
L027,Z009,1.77,14
L027,Z010,2.04,19
L027,Z011,2.31,24
L027,Z012,2.58,29
L027,Z013,2.85,34
L027,Z014,1.14,39
L027,Z015,1.41,44
L027,Z016,1.68,11
L027,Z017,1.95,16
L027,Z018,2.22,21
L027,Z019,2.49,26
L027,Z020,2.76,31
L027,Z021,1.05,36
L027,Z022,1.32,41
L027,Z023,1.59,8
L027,Z024,1.86,13
L027,Z025,2.13,18
L027,Z026,2.4,23
L027,Z027,2.67,28
L027,Z028,2.94,33
L027,Z029,1.23,38
L027,Z030,1.5,43
L027,Z031,1.77,10
L027,Z032,2.04,15
L027,Z033,2.31,20
L027,Z034,2.58,25
L027,Z035,2.85,30
L027,Z036,1.14,35
L027,Z037,1.41,40
L027,Z038,1.68,45
L027,Z039,1.95,12
L027,Z040,2.22,17
L027,Z041,2.49,22
L027,Z042,2.76,27
L027,Z043,1.05,32
L027,Z044,1.32,37
L027,Z045,1.59,42
L027,Z046,1.86,9
L027,Z047,2.13,14
L027,Z048,2.4,19
L027,Z049,2.67,24
L027,Z050,2.94,29
L027,Z051,1.23,34
L027,Z052,1.5,39
L027,Z053,1.77,44
L027,Z054,2.04,11
L027,Z055,2.31,16
L027,Z056,2.58,21
L027,Z057,2.85,26
L027,Z058,1.14,31
L027,Z059,1.41,36
L027,Z060,1.68,41
L027,Z061,1.95,8
L027,Z062,2.22,13
L027,Z063,2.49,18
L027,Z064,2.76,23
L027,Z065,1.05,28
L027,Z066,1.32,33
L027,Z067,1.59,38
L027,Z068,1.86,43
L027,Z069,2.13,10
L027,Z070,2.4,15
L027,Z071,2.67,20
L027,Z072,2.94,25
L027,Z073,1.23,30
L027,Z074,1.5,35
L027,Z075,1.77,40
L027,Z076,2.04,45
L027,Z077,2.31,12
L027,Z078,2.58,17
L027,Z079,2.85,22
L027,Z080,1.14,27
L027,Z081,1.41,32
L027,Z082,1.68,37
L027,Z083,1.95,42
L027,Z084,2.22,9
L027,Z085,2.49,14
L027,Z086,2.76,19
L027,Z087,1.05,24
L027,Z088,1.32,29
L027,Z089,1.59,34
L027,Z090,1.86,39
L027,Z091,2.13,44
L027,Z092,2.4,11
L027,Z093,2.67,16
L027,Z094,2.94,21
L027,Z095,1.23,26
L027,Z096,1.5,31
L027,Z097,1.77,36
L027,Z098,2.04,41
L027,Z099,2.31,8
L027,Z100,2.58,13
